text	sentiment
Ejem... +1 RT @redliberal: Suscripciones institucionales a diarios en 2011: ¿quién se benefició más? http://t.co/NU1e662Y	N
foto atardecer http://t.co/GRQDxBiY	NEU
"@javiercasqueiro: Aquí está el roscón http://t.co/jkqaHJiM" un poco escaso	P
Este es mi twit numero 5001! http://t.co/dqMVlCg3	P
Un té especial ! Tengo una flor dentro de mi tetera ! Gracias @MarquesDVizhoja http://t.co/TbV2o030	P
película La historia del camello que llora es de mi estilo http://t.co/JC1LpOSP	P
El alcalde de Olula, del PP, agradece que el nombre del pueblo salga en los medios con la presentación de Chacón. http://t.co/lLIQG8gt	P
Cena con mís hermanas (@ Burguer La Sonrisa) [pic]: http://t.co/AipytA2j	P
Eso digo yo!!!! "@AlbertGuardiaR: @Buenafuente estoy de camino a terratpack reyes edition, pq empezais tan tarde? @msamaranch"	P
¡Lo mejor de mi timeline está disponible! http://t.co/OcA0NpKv ? Historias del día por @tweetsawards_es @marisapico	P
Estoy diciendo q la rebelión árabe es genuina y precedida de largas luchas. No la  debéis menospreciar como vicaria, ni mucho menos condenar	NEU
Mañana tengo debate, esta vez en la SER. Espero que por discrepar no me pongan con Bin Laden y con el FBI al tiempo. Un poco de amabilidad!	NEU
Info sobre el rescate por EEUU de los pescadores iraníes http://t.co/Na50NRba via http://t.co/npzWp1l8	P
RT @cdperiodismo: LG presentará el lunes el esperado Google TV http://t.co/F4dWwzOp	P
El gran Alvaro Pombo gana el premio Nadal. Felicidades Alvaro!! http://t.co/hiffnC1s	P
"@Pleguezuelo: Las propuestas de @_Rubalcaba_ demuestran que practica la escuchaactiva http://t.co/DPaxPR3E"	P
enough today.. Una fecha para acordarse d los leales militares q sirven, a miles d kilómetros, la causa d España, su seguridad y su libertad	P
Ole Vicente Soto Sordera por Martinete.. Ole de verdad..	P
Ronald Searle. Grande. http://t.co/Co6BIwg0	P
Andaaaaaa Tortaaaaaaaaa... Grandeeee.	P
Buenas noches a tod@s que soñeis como sueña el flamenco	P
Tengo la mejor madre del mundo y punto!!! Te quiero mucho mamá!!! @yolalma	P
Buenos días ;-))	P
RT @KarmaPe: RT @manolo_baron: Oferta de trabajo en Antequera: Comercial del Sector de Deportes: http://t.co/ISnydSES	NEU
Hoy el Consejo de Alcaldes del @ppandaluz esta al completo: tenemos 260 alcaldes y alcaldesas en Andalucia @javierarenas_pp @eliasbendodo	NEU
@javierarenas_pp : " es mucho mejor subir el IRPF que el IVA " AhoraAndalucia	NEU
Las redundancias administrativas nos cuestan 32.000 euros. Urge su reforma	N
¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ? Historias del día por @el_periodico	NEU
RT @elviswarrior: Con el carro de Manolo Escobar? "@mariviromero: ¿Dónde fue a parar el dinero de los ERE? http://t.co/EVVHuRw0 - http:/ ...	N
@javierarenas_pp " los españoles y los andaluces nunca hubiesen perdonado que no se hubiese hecho nada " AhoraAndalucia	NEU
"Podemos y tenemos q hacer una defensa de derechos fuera del partido y avanzar en los mismos dentro d nuestro partido" RBCBenValladolid	P
Además no basta dar cuenta de una parte del presupuesto. Cuentas completas incluido patrimonio e intereses. También incompatibilidades.	P
.@JuanMa_Moreno " en las próximas semanas reforzaremos dl Plan Concertado de Servicios Sociales con los Ayuntamientos" http://t.co/OEoYb7XZ	P
"Oposición útil: Si se empeñan en luchar contra el fraude, con propuestas que hicimos nosotros en campaña, lo apoyaremos, y daremos + ideas"	P
. @javierarenas_pp " Carmen Crespo ha demostrado estos días la máxima lealtad institucional con la Junta de Andalucía" que aprendan...	P
Qué cosas nuevas os gustaría ver en los próximos videocapítulos del 2012?muchos besos.	P
.@Javierarenas_pp " los socialistas en Andalucía  se han cargado la FAMP porque no iban a gobernarla ellos" http://t.co/5ETbr4G7	N
Asarta deja el mando en Líbano.Un buen general español,un buen trabajo en una misión bastante dudosa.	P
Me gustaron los mensajes del Rey y Morenés a los heridos y mutilados.hay que recuperarlos para el servicio.estan mutilados,no imbeciles	P
Chacón considera q el faisán es un tema fantasma	N
Chacón estaba en el gobierno Zapatero? Parece como si no hubiera roto un plato en su vida...	N
ahora_chacon PSOE decir lo mismo en todas partes. Como Rubal. Pero matiz: si decimos primarias, primarias. Ay!!!	N
ahora_chacon a ganar, a x el futuro; adelante!	NEU
.@JavierArenas_pp : Si para el PSOE Andalucía es "un campo de batalla interna", para el PP es "el motor del cambio" http://t.co/TmjYOv6r	NEU
Madame Barroso y sus amiguetes,ls Roures y Cía creen que esto de gobernar un país es una coña de las suyas,una cosa para wyomings...	N
Miedo en Gobierno y Rajoy de q próxima semana mercados ataquen deuda española y desbaraten dl todo el discurso d q el problema era ZP	N
No existe más pensión vitalicia que la de expresidente del gobierno, el resto como los demás.	N
Gracias mi gente de bellezuela os quiero RT @asanzvenezuela: Queremos escuchar en @GigaBlog881  (cont) http://t.co/2xvE0ecv	P
"@Salvador__Gomez: Me lo he pasado en grande leyendo "Que la muerte te acompañe". Enhorabuena Risto y gracias." 	P
Día precioso en el Escorial! http://t.co/FTVfHuaS	P
Dice Chacón que España tiene acentos, y es verdad. Pero cuando PSC prohibió rotular en español no prohibió un acento, sino un idioma.	N
"@martinez_xabier: en su epoka ya abia moviles¿?" Claaaro, creo que había hasta diccionarios.	N
Os dejo mi último post,sobre lo más importante que pasó en la Pascua Militar http://t.co/mNLIIB6E	P
Esto era el periodismo 1.0 http://t.co/nAV7srlK	NEU
En el DF. Tenemos que conseguir hacer 10 ó 15 conciertos pa poder pasar un mes y medio alli.  ;) RT @kittychik: @AlejandroSanz Y AL DF ???	P
Los liberales alemanes no alcanzarian el 2% en eleciones hoy.Dificultades para Merkel, que sigue subiendo su aceptacion hasta el 63%	N
Primera encuesta sobre los recortes de Rajoy y la batalla entre Rubalcaba y Chacon, de Metroscopia, mañana el EL PAIS.	N
Buenas noches.. Gracias por el cariÑo, que la noche os premie con un sueño de esos. ;)	P
Hace mucho que no la veía. 15 años	P
Enhorabuena también a mi amigo "Canelita" que ha dejado patente su arte y su raza hoy en Madrid. Ole los puros y los que cantan bien.	P
Gracias a todos por el cariño. Emociona, de verdad. muertosderisa	P
Veo Maktub, la peli de @PacoArango por segunda vez. Más intensa, más sincera recomiendoM	P
Si Ahmadinejad busca romper su aislamiento,ha elegido bien:Venezuela,Cuba,Ecuador,Nicaragua,Bolivia.	NEU
A veces, la lógica interna d los partidos, les lleva a elegir un líder q difícilmente podrá ganar elecciones. Por ej: republicanos USA.	NEU
muchas gracias ??"@sgueina: Muy bueno el perfil de "@Fgarea sobre Carme Chacón. Sin concesiones ni almibarado. http://t.co/0Mgit1oW""	P
ohhhhhhh que bueno!!! "@anuskadb: @Buenafuente ¿quien vino a cenar en nochevieja a mi casa? http://t.co/cE6Ti78G"	P
"recargarPSOE (de verdad)". Post en 'Buzón de voz'. http://t.co/8WyFWv7L	P
A Gritos de Esperanza by Alex Ubago, from SoundHound http://t.co/WSujwjxi	P
Vale, me habéis convencido! A verla! http://t.co/qSPKoQIF	P
"¿Hay vida inteligente en los Gobiernos?". Análisis recomendable de Antón Costas. http://t.co/8qIoHf6Y	N
En declaraciones ante los medios, en Ferraz: Patxi López muestra su confianza en Rubalcaba y Tomás Gómez en Chacón.	N
Q valientes..Paramilitares cubanos org actos d repudio contra una dama d blanco en huelga d hambre lanzandole piedras http://t.co/QyR5y0Td	N
Yo que tu lo leeria.@sevillajordi http://t.co/oxNrCgJF vía @el_pais	NEU
Mas de la mitad de los españoles ( 51%) tiene buena impresión sobre el nuevo Gobierno http://t.co/b05or7lI	P
Expresos del franquismo forman 'La Comuna' para exigir justicia. Por @Diego_Barcala. http://t.co/5OhElBh3 porquePúblicohacefalta	NEU
@carmencachon defiende a Rubalcaba con el caso Faisán. Regalo envenenado? psoe	NEU
La ONU intenta llegar a 60.000 desplazados en Sudán del Sur http://t.co/4lEL37gV	NEU
El videoclub salta a la red empujado por la estrecha conexión del televisor a internet http://t.co/TvGpBhkv	P
Volviendo de Madrid tras el Comité Federal del @PSOE	P
10.000 seguidores!Qué vértigo y responsabilidad!Gracias a todos. A los que me critican.A los q dicen q soy del PSOE y los que dicen q del PP	P
RT @ppandaluz:  @JavierArenas_pp  anuncia que impulsa una nueva Ley de Hacienda Publica http://t.co/vHZRfX8o	NEU
Este 2012 con el corazon abierto ohmmmm http://t.co/Duuj9Hsa	NEU
Gara p.10: "Los presos provocan una expresión de cariño que desborda el relato oficial". Adorables asesinos. Euskadi, enfermedad moral.	N
@PilarGGranja @el_pais Max Weber en versión Bedoya.	NEU
y yo también Flo, por eso lo digo..."@Flofdez:@PaulaVazquezTV @danimartinezweb@otramovida No te preocupes que ya se ha tomado medicacion!!!"	P
Si es que aún lo tengo tan presente!!!! http://t.co/UfVWKq1O	P
Ya está en el blog mi tribuna de hoy en ABC "Mentiras arriesgadas" http://t.co/zCbErSdn sobre las medidas del Gobierno	N
Bowie65. Una grabación de la BBC de 1972, con un Bowie muy joven. Ese año aprobé la reválida de 6º. Five Years. http://t.co/qpnqFLPa	P
+RT"@pau_Go: La mayoría de los españoles apoya los recortes pero rechaza la subida de impuestos http://t.co/21zx9EA3 palabrasqueduelen	N
Bueno, planeta creativo. Os dejo por hoy que mañana hay que ir pronto al atasco para llegar a @EspejoPublico. Salu2.	P
@PaulaVazquezTV @LuisLarrodera fe de errata¨fervientemente¨	NEU
Estas sugerencias suenan bien ....	P
Esta encuesta de El PAIS dice q el @ppandaluz aventaja en mas de 20 puntos al Psoe juntospodemos  http://t.co/zC5dSwyT	NEU
La bici como fuente de felicidad http://t.co/3VQ571Yq	P
Dios, mañana arriba a las ocho y ya estoy con el insomnio de los co	P
Un fuerte catarro, empeora la salud de Manuel Fraga, de 89 años. Convalece en su casa de Madrid, acompañado de su familia	N
Buenos días. Y creo q, d momento, ya está dicho todo.	P
Portada Marca http://t.co/PIDDhn0Q ...	NEU
Decreto del AJUSTE y el RECARGO temporal, pero sobre todo del RIGOR MOTIS de la economía, el PARO y la AUSENCIA  del nuevo presidente Rajoy.	N
Andalucía imparable .... http://t.co/WkgtbdxF	P
Primer personaje dl año Sergio Ga!!;)) http://t.co/ptrUcpGV	NEU
Cautos los Brasileños.Ahmadineyad mejor mantenerlo a distancia en estos tiempos.Venezuela,Cuba,Nicaragua y Ecuador.Toda una apetura.	NEU
Y yo pensando en que me pongo para @otramovida	P
Hoy a la 1 y cuarto, Txiqui Benegas y Lola Gorostiaga presentan en Ferraz los avales para la candidatura. Cambio seguro y unidad. RbCb	P
jolín, ya me queda menos... El deterioro cognitivo puede comenzar a partir de los 45 años http://t.co/qJrgm1wy	P
La lista de la compra del palacete de Jaume Matas: Ocho televisores Bang & Olufsen, 40.000 euros  http://t.co/U9PIHRHH	N
VASCOS:VIZCAÍNO como yo en toma posesión del ALAVÉS C.Urquijo como DelegadoGobierno con el GUIPUZCOANO B.Semper http://t.co/am5vMHB0	NEU
Esta es la realidad...Los recortes sociales del PSOE en Andalucía  http://t.co/8oY6XSpp	N
Hoy en @hora25 la historia de esos jóvenes que se independizaron y a los que la crisis ha obligado a volver a casa	N
Que total.. ;) un abrazo enorme RT @ursusanz: @AlejandroSanz corazon,mi que le acabo de comprar a (cont) http://t.co/s6FYirBa	P
Espero no acabar igual "@FGSH: no he leido EPN todavia, pero leyendo el libro de A.Politkovskaya veo paralelismos en su lucha y la de Vd."	P
BastaYA . 4 en 9 dias . Hallado el cadáver de una mujer con signos de violencia en Fuengirola http://t.co/dGRfmT3T	N
Los jueces valencianos, a la cabeza en carga de trabajo... http://t.co/y5Vaz3AN	NEU
. @EliasBendodo  asegura que la Diputación ha generado un impacto económico...: http://t.co/in7Jnedq vía @malagahoy_es	NEU
Muere el presidente de Guinea-Bissau, Malam Bacai Sanhá http://t.co/yKViER0H (EP)	N
La Policía Nacional detiene a un empresario acusado de detenciones ilegales, violación, robos y tenencia  ilícita de armas	N
Conviene recordar que en el año 2009, cuando subir impuestos era "un atentado", el déficit era del 11%. Hoy está al 8% http://t.co/eR8q2o0J	N
Happy bday happy bday mom! Feliz cumple a la mami mas cookie del mundo! Te amo!	P
Mi madre la mujer mas bella! Y ante nada mi mamita q siempre ha estado alli para mi y todos mis amigos! Gracias ... http://t.co/oMI4cCxo	P
Pues esta la hice este Finde en El Escorial http://t.co/pOidLikw	NEU
Un corto israelí filmado en el metro de París. Sin palabras http://t.co/bo4L1m9x	P
El Gobierno de Rajoy sube las pensiones. El PSOE lo recorta todo menos el paro - http://t.co/pp23dVSm AhoraAndalucía	NEU
3.500 anuncios, 7.000 defraudadores, cm mínimo. Es l política d vivienda d l Generalitat y el control dl fraude dl Gob? http://t.co/BDPapwv2	N
@iescolar Y con la escobilla no se pondría mandar a la mierda el coloso castellonense? Es por darle utilidad...	N
Siempre habrá clases RT "@europapress_es: Rolls-Royce logra la cifra de ventas más alta en sus 107 años de historia - http://t.co/d1OczP7J"	N
También hablaremos en @TDtarde @13television de la corrupción que se sienta en el banquillo.	N
BastaYA : Detenido un hombre de 64 años como supuesto agresor de su mujer de 70 http://t.co/vEtX8Z8E	N
Esa es justo la palabra...Sanz critica el "cinismo" del PSOE-A y lo califica como el "rey de los recortes" http://t.co/CgbqtR32	N
Alucino. Grecia incluye a los pedófilos en su lista de personas con discapacidad con derecho a paga. http://t.co/HG3AnneB via @AP	N
"@MarioTresemes: @Edurnity por diossssssssss!! me encantaaa!! quiero tocarrrrrrrlooo y espachurrarrloooo"jajjaja	P
Los recortes sociales del Psoe en Andalucía. En mi blog  http://t.co/qipdWuGr	N
@sanchez_sonia @ManuSanchezG enhorabuena compañera y mucha muchísima suerte. un besazo	P
GRACIAS. Por seguirnos en cabalgatagtv dsd medio mundo.Amigos d @giraldagtv nos siguieron el pasado viernes desde ¡¡62 países!! sevillahoy	P
"@Eliashumprey: @Edurnity que belloo!! Son tan fieles y amistosos, te presento a mi Santi http://t.co/XXwPk7ZX"oissssssss!!!	P
Patxi López reclama acercamiento de presos. @TelediarioInter 20:30	P
siguiendo a la buena gente de @Arrabal_AID ;-)) me encanta veros por aquí ;-))	P
Aqui teneis otra bostezando jajajja!!Menuda lenguaza, parece un leoncito!! http://t.co/k1Mf5T7W	P
Hablando de perros...que os parece la cama que ha comprado mi madre para los perros de Madrid???Anda que....jajjaja!!! http://t.co/MgxZLcgT	P
Esta noche, Una mirada a EL MUNDO, en Discovery Max. A las 22:30 con @carloscuestaveo @mamengurru CarmeloEncinas y @chanihenares	NEU
como los impuestos?"@sgueina: "lo fácil debe ser contratar y lo difícil despedir" (ministro Soria)Se lo pongo barato oiga barato(el despido)	NEU
En @sextaNoticias y @LaSextaDeportes ya echamos de menos a @SandraSabates11... Hoy gran debut en El Intermedio.	P
Enhorabuena Daniel, gran alcalde :-) RT @danielortizesp: Gracias Cristina, por tus menciones y por haberme acompañado hoy. Un abrazo.	P
¿Crisis? ¿Para quien?bit.ly/xAEdm7	N
bit.ly/xAEdm7¿Crisis? bit.ly/xAEdm7	NEU
avisaré cuando se emita, descuida."@virginiagf_: @julia_otero Julia,  avisa cuando esté listo el doc. de Ana María Matute... Gracias"	NEU
@carlos__alsina mes y medio antes, con tiempo de hacer una gira por toda España	NEU
Vengo de ver la peli ¨ THE ARTIST ¨ y la verdad me ha encantado... muy recomendable!	P
Ah! y hoy pongo una velita, que hay luna llena! Mis mejores deseos para vosotros... que me dais tanta luz y compañía!	P
Feliz noche de luna llena a tod@s! yo me caigo de sueño! ... y como dice mi amigo @xosecastro BESOSDESOS	P
Aunque con la BB no sé poner el enlace, recomiendo el artículo d José Luis Puerta sobre reforma del Estado Bienestar, ayer en El País.	P
Llevo hora y media de pie, pero en realidad no me he despertado.	NEU
Portada http://t.co/KIiip1Q7	NEU
Al menos 20 muertos y 25 heridos por la explosión de una bomba en una gasolinera en Pakistán, en la zona fronteriza con Afganistán	N
Muy buenos días! Hace como frío, no?	NEU
Lamentablemente en Cataluña se prioriza la construcción nacional y las políticas identitarias sobre salud,educación o recuperación económica	N
Vamos a por el martes ;-))	P
Son los riesgos de hacer cine "alternativo".	P
Y aquí el equipo del Telediario matinal haciendo el traspaso de poderes a losdesayunosdetve http://t.co/163jKTi8	P
Buenos días a todos desde AsambleaMadrid, que tengáis un estupendo martes :-)	P
Nada, que salgo del aeropuerto y me voy al programa de Luis del Olmo.	P
Salen hacia China los primeros coches Seat de Barcelona.Seat pretende vender 3.500 coches en China 2012@La_SER  http://t.co/fqbxARIS	NEU
Twitter me propone que siga a Guindos pero esa cuenta es un fake manejado con habilidad. Al suplantador le debería caer una buena multa.	N
forumeuropa @pacodelatorrep " tenemos a seguir ampliando nuestra oferta cultural y museística malaga	P
Avanza el caso Noos: imputado Jaume Matas y también el apoderado de Aizoon  SL, una de las empresas de los duques http://t.co/AdQmhBfC	N
Revista de Prensa (ABC Punto Radio, 10 de enero) http://t.co/cs6wbKIY	NEU
Lo que Rajoy decía de Matas y Camps, 'ejemplos' de buena gestión. (La hemeroteca es letal). http://t.co/WE8LyrZ8	P
Un descubrimiento dedicado a @mananascuatro que se q le encantara a @mrtfernandez http://t.co/x4stGY0H	P
Mi abrazo y toda la fuerza para @conchagcampoy	P
Enhorabuena a todos lo candidatos del goya 	P
gracias Teresa "@Terehernndez: muchas felicidades!! disfruta de tu dia!!"	P
Os dejo unas fotos de la toma de posesión Gustavo Alcalde como Delegado del Gobierno en Aragón http://t.co/6euZskcQ	NEU
En quince minutos estaré en el debate de @mananascuatro con @mrtfernandez, @Federicoquevedo, Josemari Calleja y Montse Nebreda.	NEU
gracias Goyi "@Goyi_64: Muchas felicidades, Presidente. Que con salud cumpla muchos más"	P
Belén Esteban o el día de la marmota: "Jesulín de Ubrique no tiene ni idea de su hija Andrea" http://t.co/1QqpYDMD	P
@ristomejide gracias amigooooo te veo en un ratin!!!! Abrazacos	P
¡Ánimo, valiente! RT @conchagcampoy Muchísimas gracias a todos.Tengo leucemia pero también ánimo de lucha, buenos médicos y muchísimo afecto	P
Josemi: sorry "@josemi_fv: Hoy es el día de Unfollow a porque ¡me tiene invadido el Timeline! (Eso sí, felicidades)"	P
graciasss... Trabajamos x ello "@EDU_AM08: Felicidades!! Presidente aver si con el trabajo de todos mejoramos la situación."	P
Valencia y la formula 1: Hacer la prueba:18 mill x 3 años. No hacerla:15 mill x 3 años. Alguien debería pagar x firmar esos contratos!!	N
Mi enhorabuena a los compañeros de @EFEnoticias por la primera entrevista a @marianorajoy. @AlonsoNgel y @belenanca llevaban años pidiendola	P
@Juandecolmenero ¿Y a quien responda "no" a esa amable petición, qué, jaja?	N
A las 3 en @A3noticias, Rajoy reaparece en una entrevista: justifica la subida del IRPF y dice que no se va a esconder	P
No me parece criticable que la primera entrevista a Rajoy sea en EFE, una agencia pública, española, e internacionalmente contrastada.	P
Rajoy (EFE): "No está en nuestras previsiones subir el IVA". Descarta un "banco malo"	NEU
De la teoria a la realidad. Como funciona una aseguradora médica "@NYTimeskrugman: Who Fires Whom? http://t.co/finDsj8P"	P
Increíble:  Rajoy dice que no nombró vicepresidente primero porque quería dar la cara sobre la crisis.  Cuándo y dónde ?	P
Tenemos que combinar reflexión con ACCION . Tenemos que hacerlo con un proyecto que tiene que ser nuevo	P
El déficit del 8% es la muestra de la austeridad hipócrita del PP, pero sobre todo del fracaso del ajuste que provoca recesión, paro y deuda	N
@mgilguerrero sorprende que preocupe más un posible relevo en Tráfico que el terrorismo. Alucinante con las preguntas. ¿El nuevo periodismo?	N
En la reunión del Grupo Parlamentario Popular http://t.co/dfVFpEtx	NEU
Esta noche al Hormiguero!Me apetece un poquillo de "cachondeo"palabrasarcaicas	NEU
Las cifras de Rajoy: 15.000 millones autonómicos + 3.000 del Gobierno + 1.500 municipales + 5.000 de la SS. Suman 24.500 millones, no 20.000	NEU
Este es el especial en el que puedes seguir en EL PAÍS las elecciones de EEUU y ahora mismo las primarias republicanas http://t.co/Lroa6mkk	P
La semana siguiente  lo mismo en las asambleas comarcales.  Después el congreso federal. Y así, con los cambios lógicos, desde hace 132 AÑOS	N
ERC&PP no han apoyado ese pleno monográfico sobre impulso d l economia y efectos d ls recortes que registramos mañana.El govern no lo quería	N
Mañana en @elconfidencial mi dos palabras "Cuando la corrupción se convierte en nuestro peor enemigo".	N
¿Mallorquines del twitter??? Nos vemos con YesWeSpainIsDiferent el próximo 27 y 28 ENERO en el Auditorium.entradas en http://t.co/Q9HzeyLP	NEU
De momento y YA a la venta: Palma (27/28), Barcelona del (1/2 a 18/2) y Madrid (22/2 al 1/4) en http://t.co/Q9HzeyLP .E iremos a toda Spain!	NEU
Como s genera nuestro déficit:15.000 millones las com autónomas.5000 mill seg social.3000 mill Estado.1500 mill ayuntam http://t.co/wIw3IXeC	N
Ayuda RT @NKIESE: Ayuda porfa!! Necesitamos donadores de sangre O- y B- en Medica Sur para Regina Howard, es una amiga. RT pls!	N
RT: "@aprensamadrid: 'Sin periodistas no hay periodismo'. Manifiesto Federación de Asociaciones Periodistas de España http://t.co/3JHc1cI3"	NEU
Mañana hay pleno en el Congreso de Diputados para convalidar el decreto de recortes del Gobierno. Nos dan 10 minutos para fijar posición.	NEU
Recortan 200 millones de euros a la rtve. Mal camino después que el anterior gobierno les suprimiera 500 millones de publicidad.	N
Noooooooooooooooooooooooooooo	N
Qué recuerdos!: Nepal. Españoles en el mundo @tve_tve	P
Pues como jugemos como hoy, el Barça la semana que viene nos vuelve a "canear". Esperemos que no. Aupa Karim	NEU
Un fuerte abrazo a @conchagcampoy, que va a disputar la batalla más importante de su vida. Mucho animo :-)	P
Entrevista completa al presidente @MarianoRajoy http://t.co/ObMm5Vk7 interesante	P
"@Anoukira: Así es, @Costa_Ant acabo de salir de la peli y @JoseMotatv hace un papelón! Buenísima!! Gracias por el  gracias a tí!!!!	P
"@Davirra: Con el culpable!! Gracias por esta gran noche y por esta gran película. 9enfilmaffinity :D http://t.co/LKWldYZj" gracias a ti.	P
http://t.co/bJH4vI8Yaqui tenéis las fotos del primer concierto de Córdoba, muchas gracias @lya_cordoba por tanto arte.	P
Que viene insomnio? No!!!! Mañana a las 7!!!! ohagoyogaoyanosequé	P
Buenos días a todos, que tengáis un estupendo miércoles :-)	P
Me quedé corto: recorte d déficit no será d 30.000m sino mucho más. Pues sigue sin salirme el cómo lo harán con lo q falta q es muuucho.	N
Buenos días a todos! Así amanece Madrid: http://t.co/X42htewq	NEU
Al menos 1muerto y 2heridos x la explosión d una bomba adosada a un coche en una plaza del norte de Teherán,cerca d la Universidad (PressTv)	N
Portada El País http://t.co/4g4z8h4p ...	NEU
Portada ABC http://t.co/iuwDa29J ...	NEU
Portada El Mundo http://t.co/UFmwPMA8 ...	NEU
Portada El Periódico http://t.co/Ouy9uNEZ ...	NEU
Empezamos!!! Hoy con los empresarios. En losdesayunosdetve Arturo Fernandez vicepresidente de la CEOE.	P
Me he dado cuenta de que cuesta mas levantarse de la cama cuanto mas frío hace fuera...perogrullo	NEU
ChacónenLaSER: "No hacerle daño a mi partido es lo que me ha llevado a Reaccionar"	P
ChacónenLaSER : "Me siento con capacidad y con equipo, no hay superman ni superwoman".	P
Cuando la corrupción se convierte en nuestro peor enemigo - Dos Palabras http://t.co/mw8jkzmG vía @elconfidencial	N
Lo mas importante del viaje de Ahmadineyad a America Latina es los paises que NO ha visitado.@MoisesNaim	N
Sí!!"@ester_font: @Buenafuente Espero que el día se porte bien contigo, que mañana voy a veros y tienes que estar fresco como una rosa!"	P
El ministro del Interior confirma su extraña cita con Zapatero. Todo muy normal	P
un buen trabajo..."@LaVanguardia: La NASA busca astronautas para ir a un asteroide http://t.co/o6kjfQLj"	P
No habrá comisión de ciencia e investigación, ni comisión de igualdad, ni tampoco comisión de medioambiente.	N
"@frec_digital: Tusiquevales se dispara al 22% en el late y dobla a 'Viaje al Toledo...' de Antena 3 http://t.co/UsTY1A1f" Ouyeah.	NEU
Uuuuuuuys! Montoro pide a la Cámara que "dejemos de lado la ideología" ante la crisis... Danger	N
El PSOE ,creador de la situación que vivimos, comienza diciendo que se dejó la piel luchando contra la crisis...	N
El PSOE pide q se haga lo que el no hizo en dos legislaturas..Y da lecciones de gobierno en las CCAA mientras la Cámara le espeta:Andalucía!	N
Damasiado frío Alonso (PSOE) en sus críticas al rajoynazo1 Parece un técnico, no un político.	N
Viendo el debate donde el presidente iba a dar la cara para explicar su subida de impuestos. ¡Qué cambiado está Rajoy! http://t.co/uO5mNPRD	P
Empieza la degradación del debate, con la herencia recibida y el ' y tu más'. Montoro dice que el PSOE conocía el déficit.	N
Lo que no explica Montoro, y es lo fundamental, es qué autonomías han incumplido y por cuánto. Y quién las gobierna.	NEU
Montoro dice que pide "un esfuerzo pequeño de muchos" con la subida de impuestos. Y defiende los impuestos "a la propiedad". Ver para creer	N
Montoro clama ahora x una política de luces largas...y sigue con el rafa rafa de la pinderacion	N
Montoro "la situación está para que la política ponga las luces largas para salir de la crísis" Congreso	N
Montoro, hace dos meses: "Si subiéramos el IRPF tendríamos menos crecimiento y más paro, con eso se lo digo todo" http://t.co/Zjk7ofA8	N
El Gobierno no ampliará el plazo para que sindicatos y empresarios lleguen a un acuerdo	N
Qué pasa de noche en las librerías? -- The Joy of Books http://t.co/YaTzfUyk vía @youtube	P
Cuando Montoro decía estas cosas ya sabía que el déficit era del 8%. Él mismo lo iba contando. http://t.co/Zjk7ofA8	N
Alonso a Montoro "no es manera de hacer las cosas, busquen consensos que conviertan en justo lo injusto" Congreso	N
El gobierno recuerda que no conocía el déficit antes de llegar al poder. El Psoe se defiende señalando que si lo sabían.	N
Denuncia a la banca, la iglesia, la ley sinde, el escaso compromiso con el fraude, congelación del salario mínimo y funcionarios, rtve.	N
Hoy no le tiembla la mano. Ayer cueste lo que cueste. Y durante toda la crisis la austeridad hipócrita como ley del embudo y el rigor mortis	N
'Bigotes' sobre R. Barberá "Aunque no nos da nada tampoco nos jode. Le voy a comprar [un bolso] de la última colección" JuicioCamps	N
Si los sondeos están en lo cierto, Griñán vivirá su particular Pasión -elecciones andaluzas- el 25 de marzo, poco antes de la Semana Santa	N
Esta es la mejor noticia q he leído hoy en la prensa.... http://t.co/g5O1a2Or	P
El día http://t.co/4Z4AMmZi	NEU
El debate sobre déficit publico es el viejo debate sobre cañones o mantequilla.	NEU
Qué interés hay en enfrentar el gasto de las distintas Administraciones? No hablar de Estado y autonomías sino del Estado de las autonomías	NEU
Viendo otra movida:-)	P
El Congreso convalida, con los votos del PP, CiU y UPN, el primer ajuste de Rajoy - ABC.es http://t.co/6pmNfPK8 via @abc_es	P
Jornada con compañeros y nuestros concejales d Galapagos(Guadalajara) RT @jordid957:visita d @Albert_Rivera a Galapagos http://t.co/K7puPbVN	P
En el AVE con @JoseMotatv para ir a Barna. palizon señorasmayoresdegira abuelas desmadreenelgeriatrico	P
Dorado (CGPJ) elogia la elección de Ruiz-Gallardón para Justicia frente al equipo "tremendamente desleal" de Caamaño http://t.co/IYpBGJ1F	P
.@MarianoRajoy visitará el próximo miércoles Marruecos en su primer viaje al extranjero" http://t.co/lV25lohU via @elmundoes	NEU
No se puede utilizar la crisis como excusa para privatizar servicios públicos. Atacar a lo público es atacar a la democracia.	N
RT "@pedropabloglez: V.Rompuy estudia cambiar la fecha de la cumbre europea del 30 enero, porque coincide con una huelga general en Bélgica"	NEU
Se han ampliado 100.000 millones para avales a la banca. La banca siempre gana y altos directivos más.	N
La producción industrial subió en noviembre un 15,8% respecto al mismo mes del año anterior...La + alta de toda España...	P
La Junta de Andalucía sigue echando mano de la chequera para amigos. Se lo contamos en nuestro top secret. @TelediarioInter 20:30	N
Alonso dice que en Andalucía no hay corrupción. Risas en el hemiciclo. @TelediarioInter 20:30	N
elcambioandaluz ya tiene fecha: 25 de Marzo de 2012 http://t.co/FB4kjpmG	NEU
