text	sentiment
Tumbes me trae buenos recuerdos	P
Justo hoy tenia que amanecer enfermo	N
Que se te pierda el DNI justo a días de viajar, horrible, la verdad	N
Mi jefe, siendo un inútil en momentos en los que se necesita una segunda opinión desde que ingresé a este lugar	N
Me encanta estar de noche en la IC. Lo único malo es que no puedo salir cuando mis amigos salen	P
ElRegaloQueNuncaLlegó fue el vaquero Wody y su caballo, los imprimi ise mi recortable pero no lo niego fui feliz con lo que me alcanzaba	P
username no tiene nada de malo ser coquetos	NEU
Que horrible sensación cuando se te atasca una pastilla en la garganta Meduele.	N
El tipo al que reemplazo se fue dejando todo el área lleno de problemas, encima llamo y apaga el celular	N
La final de username esta esta muy interesante	P
Rodrigo es malo me deja sola una semana	N
username buena tanque a meter 80 goles x año	P
Que lleguen a hacerte una entrevista la prensa local y yo muerta de sueñito y sin ganas de nada! Ptm.	N
username Espero que la hayas pasado lindo	P
Que tu primo te llame tan tempranito para que lo ayudes que esta detenido en la comisaria no tiene precio muerodesueño	N
Arreglan todo, y listo, no saben como Sr siente la gente detrás de la pantalla, Camila que paso ?? Yo les tenia fe	N
_ Hola _ _ ... _ La quiero. *Un abrazo a las rodillas*	NEU
username noup tu corazón es de oro ese no hay y aparte es único nunca podrían crear uno igual 🤷‍️	P
username username Soy un esclavo de fines de semana	N
Bailaste hermoso username gracias por el apoyo a username	P
username tengo una amiga que dibuja genial.... s necesitas te paso su nombre	NEU
username mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor	N
Definitivamente la mejor decisión de este sábado ha sido quedarme en casa con mis abuelos, prepararles la cena y conversar de todo	P
username yo tuve el pelo rojo … ._." YaChau …	NEU
username Gracias primito, le haré presente los saludos! Estás invitado si puedes vienes	P
Cuando tengo la luz prendida me da sueño , cuando la apago se me va el sueño	N
Que bella canción siempre me a gustado AmorProhibido username saludos FIORELLACAYOESACOPAESTUYA	P
username username Ohhh ño ño ño ... Es el costo de trabajar estable. Pre quema? Jajajaja yara, me apunto para la quema más seguro	NEU
Ya estuviera re descontrolado jajajajja	NEU
Todos sufriendo por el vivoxelron	N
Pues así de mis sueños grandes es irme a Inglaterra	P
Que complicado es encontrar una casaca de cuero en esta época	N
Una pizza. Una conversación amena. Amigos. Buena noche	P
username esa palabra es de Yaco , asi le decia a Patricio y yo creo que el no es el mejor personalmente	N
username username username Gran programa pero se extraña a Leto !	P
username es Joda, tranquilo un chico tan simpático como tu no debería molestarse sonrie o envejeceras !	NEU
Mañana quiero juerguear, será mi última juerga del año	NEU
username username jajajaja cual domingo ohhh, estos últimos días me han elotado	P
username impresionante lo que hizo Alejandra por Dios que feo que se hagan de rogar pa competir, falta de humildad. Vamos rojo.....	N
username username jajajaja cuando? Estoy súper full	NEU
username username al menos ya va ir preso, el tuyo sigue feliz de la vida plagiando textos	N
Odio el internado de la Agraria, hace que no se conecte	N
Eso de que vas al cine y tienes la mala suerte de ver a un ex con una tipa horrorosa!	NEU
Extraño que me hable y me alegre con sus canciones	N
hoy dia fue un di de genial y de compartir con los niños	P
A estas horas la Av Javier prado libre salgantodos	P
username Que bueno Caeli. Pronto te vas a sentir mucho mejor.	P
El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar	N
username no la estoy pasando bien... Tus vídeos me harán sentir mejor.... Trata de hacer más fail please	NEU
username Que alegría, que bueno, me alegra escuchar(leer) eso.	P
username estoy indignada username yo solo quería ver Hannah Montana	N
MePasóPorPavazo username Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon username	N
Nuevo día..!! Sólo seguir para adelante que más da...	NEU
username ay no mms ARELIIIII.A los añooooos sdfjksf te extraño we	NEU
Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo	N
.username es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas	N
Me da pena que las nuevas chanels esten muriendo tan rapido	N
No hay nada mejor que ver el estreno de RogueOne con la mejor compañía	P
username que bien yuriko. Felicidades	P
lo mismo pasaremos con Angie y SR	NEU
un hermoso recuerdo junto a ustedes CarmenandDialina	P
La luna está hermosa y justo salí sin celular ptmr	NEU
username ya conozco a 3 pero Erick que es mi favorito no y Joel	NEU
username empiezo a sospechar que no hay de verdad, ya es quincena y nada ptmr	N
es genial estar incomunicada y desconectada del mundo a veces	P
Iba a contestarle algo igual de grosero y estúpido pero luego recordé que se supone yo soy la racional, que aburrido	N
username yo solo sere CNCOwner pero cada quien su opinion	NEU
Jajajja recién. Me acuerdoo que ayer me metieron un galletaso jajaja	NEU
username mmm. Es guapo, pero me quedo con el otro chibolo porque tiene cara de pastrulo (y es pastrulo).	P
username username ese punto no afecto nada igual a Diana se le perdono varias faltas como saltarse los escalones.	NEU
username Monsefuana, tienes que configurar eso. Jajajaja. No se puede vivir en paz con el carrete lleno de memes. Te daré los tips.	NEU
Lunes de lentejas y yo extrañando el espesado	N
username no te gastes en responder de seguro tienes mejores cosas que hacer, besos pelado	NEU
Es grandioso conocer a personas maravillosas como ustedes username username se quedan en el corazón de las que las conocen.	P
Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador	NEU
username Que descanses bien Yuya. Un abrazo inmenso a la distancia.	P
por qué el concurso de SoyJustDancer es solo para españa? username	N
Luego de hacerles recordar todos los bellos momentos que no volverán, me quede jataso ya desperté y sigo llorando	NEU
username ni me lo recuerdes pero eso no cambiara por los siglos de los siglos	N
Mi noche no está completa si no veo el vlog de username , creo que no subió hoy	NEU
RogueOne es la única película de Star Wars que no me ha provocado comprármela apenas terminó, pero igual quiero volverla a ver	NEU
Tanto quería trabajar, madruga pues madrugaaa hdjahsjsf	NEU
Hora de seguir soñando muy bonito	P
Sigamos siendo felices felices felices	P
Extraño a mi mejor amiga carajo díganle pe	N
StarWars RogueOne que buena película, nos pone de regreso en esa galaxia muy muy lejana, emocionante e intensa hasta el final.	P
username jaja es por un día!!! Pero es el último día del ciclo, mil reuniones con mi área becas y demás.	N
username Congratulations Dr. Alejandro eres orgullo peruano. Dios no te eligió para gobernar porque el congreso esta manchado	P
Viendo al gran JoselitoYSuOrquesta en WantanNight lindo jueves username por username	P
Quiero y tengo que ir a ver animales fantásticos antes que salga de cartelera	NEU
Ya no podrá decir 24 bien bailados	NEU
Por payasa debo hacer un trabajo grupal para mañana, algunos grupos aún no terminan y yo tengo que hacerlo en máximo 2 horas	N
Que buen inicio de semana	P
malditos ejercicios que colera agggggg	N
username username ya quiero ver la segunda!!	P
username quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto	N
Mañana es, posiblemente, el último encuentro de Natura que dirija y Enero ya empezar en Yanbal	NEU
No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo	N
username lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre	N
username Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v	P
Pinche ex mejor amigo lo odio	N
No Dennis, no puedes cometer los mismo errores, es hora de cambiar y cometer nuevos errores	NEU
A pesar de nuestras limitaciones humanas, el Señor quiere obrar de maneras asombrosas a través de nuestras oraciones..	NEU
Es mi mes favorito del año Diciembre	P
Vanessa ¿donde estas? te extraño mucho, ya va ser navidad y necesito verte	N
Disfrutando los días previos de Navidad	P
username username username el I no entra en el Machete y el VII tampoco porque aún no se sabe el rumbo de la nueva trilogía	NEU
username feliz cumpleaños, Su Santidad!.. Un saludo desde Perú. Esperamos su pronta visita!..	P
username jaja tienes talento para componer canciones eh si terminas la letra me la pasas,me gustaría escucharla	P
Algún día seré puntual, hoy NO es el día	NEU
Hacer un inventario forestal es horrible con tanto sol. Me arde todo	N
No te rindas no.. dale a tu vida otro color, siempre sale el Sol.. una vez más.... lalala..	NEU
username NOOOO omg siempre me pierdo los mejores fanarts	N
Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes	P
Yo no quise hacerle screen a su snap en serio	NEU
username username yo ni pude ver el live Ten fe que Abdiel es tan lindo que lo hara	P
estoy viendo The Princess's Man, es uno de los pocos doramas que me ha dejado enganchada con la historia	P
Me dijiste que cuando te necesite ibas a estar ahí, que cuando esté triste tmb, en mis peores momentos, donde estás?	N
Todos vamos a ser puteados mañana, bonita Navidad eh despedidos	NEU
aunque sea una putaaa ajajajaja re desesperado	NEU
Lo bueno que mñn acaba sus finales	NEU
username en realidad si. Clarke aun esta ahi quiero ver q hacen con su personaje, asi q no se q hacer haha	NEU
NavidadQuePone su rico pavito hecho en casa por las santas manos de mi abuela username username username	P
username dr que tratamiento,medicina natural..para las alergias como al aire acondionado, o agentes de este tipo..es una pesadilla	N
username eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. TE_QUIERO_SOLITA_PA_MI	P
username TeamAbdiel barbies no hay mejor cover que este, en realidad todo es hermoso con tu voz	P
Vuelvo y repito y reitero: extraño mucho snapchat, era mi app favorita	NEU
y muchas veces extrañas a personas que tal vez no te extrañan	N
Almenos yo no vivo engañada quebuenovermeahi happy lo tengo todo	P
Ayer fue mi primera clase de yoga y amanecí demasiado feliz lo que hace el ejercicio username username	P
PapáNoelYoQuiero que regrese, pasar los ciclos, y lo más importante, dinero pls ya mucho me enseñas la humildad	NEU
username ahora si quiero llorar ya se terminó ahora sí la u, ya no hay tercera carrera	P
PONTE BONITA 5 DE ENERO .. No es Twitter, algo está mal con el ht o se hizo spam, ya fue	N
PPK hizo una mención especial a todos los jóvenes que marcharon anoche. La lucha no fue en vano. MensajeALaNación LaEducaciónSeRespeta	P
Qué bonito sentir que estas aquí, junto a mi	P
username Mis Felicitaciones para Usted Señor Presidente. Su mensaje fue muy bueno, firme y directo. Mi familia y yo le mandamos saludos!	P
username Igualmente saludos y muchos éxitos para el año próximo	P
Pero fue bueno improvisadamente bueno.	P
username ... Buena elección! Gracias por empujarme a verla antes que la saquen!	P
Siempre he pensado que las cosas pasan por algo y bueno, pasó. Volvió. Hagamos ese regreso magnífico	NEU
Estoy demasiado perdida con todas las colaboraciones de los chicos en los eventos de año nuevo	N
username Gracias linda Felíz Navidad!! Disfruta y celebra a nuestro salvador!.	P
username gracias, igual para ti, feliz navidad	P
No quiero ir a trabajar domingodechorreo "descripción gráfica"	N
Hoy no es un día cualquiera, hoy cumplo 2 años con la mejor persona que la vida pudo darme.	P
recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras	N
Último día Isla Bonita y mis amigas están tristes por eso las extrañaré	N
username jajaja te envidio pd: Felices Fiestas Baquita	NEU
username feliz navidad tu cuenta es maravillosa	P
username aunque lo odies... Que tengas una linda noche	NEU
Amigos, mi pavo huele buenazo. Y si se lo estan preguntando. Sí. Es la 1ra vez que lo hacemos.	P
Esas costillitas se ven demasiado buenas... Ya quiero cenar!	P
username ningún inconveniente. Excelente servicio! 4G al máximo... Felices fiestas navideñas	P
Lo bueno es que el próximo año todos los fanboys de Bombama desaparecerán para siempre.	NEU
Y los tres reyes magos llegaron con oro,incienso y mirra Melchoro Alan, Toledo vastadehuasquear y Ollanta nadinevagastar, de odebrechlen	N
Jamás pensé que el momento en que me tocara dar obsequios a quienes amo sería tan gratificante. Sus sonrisas lo valieron todo	P
Daniel dice por qué aquí hay esa lluvia así tan fuerte? En lima solo caen gotitas JAJAJAJAJAJAJA	NEU
Q lindo y agradable detalle Se ve q me conoces algo	P
El 25 de diciembre es para ver películas navideñas y especiales de navidad	NEU
username me pasó lo mismo, el pobre se desorientaba	N
Escuchar ritmo romántica va a hacer que me suicide	NEU
username esto es guerra es el mejor reality	P
username username pero no entiendo porque no tiene sonido igual espero que te haya gustado Yo tambien lo amo	NEU
Nada mejor que pasar ocho horas del día viéndola sonreír	P
username de seguro pasearás por las vivas calles de New York cada noche! Bueno solo supongo Buenas noches Carmen, que descanses!	NEU
Me largo de esta red social por unos días, hasta que encuentre paz	N
Me alejé tanto de mis amigas de la universidad por lo que me fui a estudiar de noche y no saben cuánto las extraño	NEU
username el pueblo crema está feliz con lo de Vento!	P
y el video de la campaña de este año del juego fue muy bueno pero no lo tengo	P
No quiero saber cómo quedaremos en la copa libertadores futbol a prepararse bien, la plata no llega sola	NEU
username username username No puedo ver esas mariconadas.	N
Lo increíblemente rapido que se ha esfumado mi dinero y todavía falta año nuevo.	N
Feo es estar enfermo con gripe a esta alta temperatura de tarapoto	N
2016 por qué simplemente no te vas de una buena vez	N
Lo peor es q las chicas piensan q es chiste, claro como no es chongo de ellas fresh, yo cargo con todo	N
username es chevre las letras!! sabes q dia es mañana,....	NEU
username eres el putisimo amo v:	P
username username username la que acabo de poner es peor	N
La operación de Carmen me tiene muy triste	N
Ahora que soy username todo es más bonito.	P
Amigos la depilación con hilo DUELE COMO MIERDA, soy demasiado marica para esas cosas de mujeres	N
Acampar es de mis actividades más favoritas del mundo mundial	P
Acabo de ver a Aldo en Plaza. Que churro es ese chico. Es lo único que voy a extrañar del trabajo	P
a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser BUENAS mejores amigas	N
Yo los vis hace dos días. Todos los perritos lucían tristes y en pésimas condiciones Qué bueno los hayan rescat…	N
username igual ese proyecto de ley no va a progresar así que anda ve a llorar al río pobre moralista y triste animal jajaja!	N
Que bonita tarde noche de regalos	P
No sé si soy exagerada.. no es el fin del mundo pero yo necesito un trago para pasar todo esto. Necesito estar tranquila	NEU
Yo quería para navidad la jodida mascara de Buckethead, pero todos piensan que es un regalo de mrd	NEU
username username Cuando sea mayor de edad y mi viejo me deje tomar con adultos, jajajajajajajaja	P
username una gran oportunidad para que disfrutemos (con username ) de su trabajo...	NEU
Fue un buen momento en familia	P
username jajaaja no es real jaja son canciones nomas	NEU
El bolso que le he comprado está hermosooo! Me lo quiero quedar	P
No tener sueño e ir a molestar a mis hermanas a su cuarto. Hoy nos quedamos hablando hasta el amanecer, ya la vi	N
username por que piscis al ultimo porq	N
El porno es motivación, no lo pueden prohibir	P
username jajajaja ya con menos carga es mejor , relajas mas	P
username la triste historia de mi vida	N
Hoy no es un buen día para mi	N
username es que ya no era necesario llamar ,ya sabiamos lo que espera ,la proxima sera	NEU
Buenos días, esta noche es noche buena, Feliz navidad para todos	P
Pero qué rico es dormir hasta las 9'41 am , te sientes tan vago	NEU
Es increíble que ahora entro a wpp solo para el trabajo	P
Cómo me desean feliz navidad si trabajo en 3 horas (?)	N
La ex de mi hno es una hereje y comparte el meme profano de username	N
extraño cantar todas las de username con esta estupida username	N
username Jajajaja te haré escuchar mejores frases	P
No pues, qué chévere a ver si le pasa lo mismo al próximo practicante. Prácticas + Tesis + curso extra.	P
username Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!	P
Lo bueno de esta Navidad es que la pase junto a JC y mi mamá lo conoció en persona	P
3 dias para año nuevo y pierdo todo	N
La ptm no supero lo de ayer Mi año nuevo se fue a la mrd	N
username me agarran de buen humor por fin de año.	NEU
He subido 3 kilos OMG !!!! Son los resultados de la navidad	N
username sus valores "procatolicos" no concuerdan con su evidente machismo	N
La única gran verdad, es que no terminas de conocer a las personas. BuenDiaATodos	NEU
Maldito gordo, creación de coca cola :v feliznavidad	N
username username la costra me da cosas. Pero qué lindo por la enfermerita.	N
Estomago perdón por las mariposas Almohada perdón por las lagrimas Corazón perdón por las lagrimas Cerebro, tenias razón	N
LaPoderosaKeiko solo puede tener poder en el 4to país más ignorante del mundo: Perú	N
DEMASIADO buena la nota de username - reviví mi niñes y adolescencia con esos comerciales y series en edición navideña LaBatería	P
Lo único malo de salir sin maquillaje es que no te mancho con mi labial	N
DEMASIADO buena la nota de username - reviví mi niñez y adolescencia con esos comerciales y series en edición navideña LaBatería	P
username siii a estar asustada, pero son horribles estos dolores ni modo	N
username have fun Antu! Los mejores deseos	P
Y ya no sé si soy Kaf o la mujer llena de puntos rojos Esto ya no me gusta	N
Tengamos un día lleno de magia y lindos momentos	P
Que lindo día el de hoy	P
username jajajaja con tanta tecnología las pilas salen caras por lo menos te ahorraste en regalos!	NEU
El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.	NEU
Desesperada estoy, trabajaré en cualquier cosa	N
se acaba el 2016 y con él, el internet gratis de movistar 4G	N
Antes de dormir quiero decir que fue una Navidad muy pero muy linda, estoy feliz. Buenas noches	P
username feliz navidad Vivi, que lo hayas pasado bonito con todos tus seres queridos	P
Gente que tiene las posibilidades de ayudar y no lo hacen por tacaños. Espero que algún día se les regrese	N
username buena fotito people un abrazo hacen un buen programa	P
Cansada y con dolor de cuello perooooo contenta	NEU
Extraño tener a mis padres juntos	NEU
username no te disculpes por ser tú misma, eso está genial, en serio	NEU
username osea yo no tuve feliz navidad, porque dormido desde las 11 hasta hace un ratito	N
Como me pude negar subir a un bmw deportivo	N
username Al menos no quedan en ridículo como estos dudes	NEU
Hoy pasaremos una hermosa tarde con ellos ShowNavidad CasaHogarMamáVictoria	P
username que espanto! Algo más debe tener esa Agua estoy segura	N
Amigos, acabo de comer relleno es la cosa más deliciosa del mundo mundial ️️️️	P
username Gente como tu mediocres y matoncitos. Que se puede esperar de los fujiratas.	N
username solo dormire dos horitas bueno yo me lo busque	NEU
Ustedes siempre han sido lo más bonito de mi año. Anita y Amaya	P
Ser el villano de la película es lo mejor	P
username username y eso que es el primer dia , mañana con fe	NEU
¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente	N
username báñate con agua fría para que la temperatura de tu cuerpo sea menor que la del ambiente	NEU
Lo peor que puede existir es decepcionar a alguien que quieres	N
Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios	P
Y bueno las cosas llegan cuando no las dices..... recierto	NEU
Este día sera, muy pero muy largo ..	N
Aún en mi studio trabajando... soy el único creo	NEU
Por quedarme dormida, me perdí el feeling del momento	N
username username username Las extraño, cuando un skupe grupal	NEU
El último día de trabajo, al fin	P
En serio que feo ir al mall este día. Mañana seguro estará peor.	N
Q reviente es ese Dmitri A mal tiempo Buena cara Lo q hace la felicidad	P
username username jajaj ojala y conteste el pendejo andará con una resaca pero de las buenas	NEU
Un 'te quiero preciso y sincero, qué más para decir que el año no termina mal	P
username Los más buenazos, son los medio gruesitos y cortados de forma vertical. Según yo.	P
SOOMPIAWARDS TeamE que al menos no bajen del tercer lugar	NEU
username siempre junto a ti espero verte en peru denuevo como solista	P
2 meses que parecen una eternidad. no sabes como me haces falta mi querida abuelita	NEU
Imposible no subir de peso aquí ( Chiclayo y sus comidas )	NEU
Pero tambien ha sido el año en el cual mas he viajado y conocido personas excelentes	P
username lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut	N
Que vuelvan peluchin y gigi urgente	NEU
1er día del 2017 entrenando... Este horario es de ptm lamentablmente sólo es una ilusión bodytech	NEU
Hize mal en bañarme tarde.... VideoMTV2016 username pero asi enfermita y todo siempre apoyandotee¡¡¡ *emoji enamorado* jiji	NEU
username recién me levanto, es un día muy bonito sin sol	P
username que lindo saberte. Un abrazote! Feluz 2017	P
username en inter encuentras de todas las formas, pon piscinas empotradas u enterradas y ya está	P
Mi hermano está templadaso y se me hace tan lindo	P
username Falta que te acostumbres más seguro p, salir de día es un suicidio	N
username Yo, he probado con pisco, y buenazo tmb, ah.	P
Se vieneeeeela lluviaaaaa, es hora de ir a casa y yo que quería más chilcanos	NEU
No es posible que justo hoy me sienta enferma.	N
Estoy seguro de que todo va a salir bien, suerte viejita	P
Me muero de sueño. Es demasiado tiempo sentada	N
Hago un favor y me reclaman y quejan, clásico	N
Hoy soñé que username era mi profe de actuación y fui extremadamente feliz.	P
Somos los únicos webones que siguen trabajando, ya todos se fueron	N
Aun en la oficina...que triste mi vida	N
Como cuando te sientes fea, gorda y sin plata	N
username No. Era sad y soy bien marica con esas cosas.	N
No puedo dormir, lo malo de dormir Por la tarde	N
username es una de las cosas más lindas que te enseña la vida	P
Él es un claro ejemplo de pendejo.	N
username despídete de todos, deséales feliz año y bye bye	NEU
username Ese es el mejor chiste de año nuevo	P
username yo también pensé lo mismo gracias a Dios siguen juntos	P
El apagón de ayer mas mi estado alucinógeno = La guerra de los mundos	N
me llevo bien con los ex de username jaja hasta jugamos pichangas username yosupereamiex	NEU
Tuve un sueño muy muy lindo y hoy ando con todas las ganas	P
username nada peor que tu stalker sea tu colega. Orden de restricción, nomás	N
username Pero, baby. Todos merecemos una oportunimándaloalamierda.	N
Me sancocho csm si las van tendrían ventana todo seria mejor	N
Ahora sí conejito, llámala y mándala a la mierda de mi parte	N
Lo bueno de la vida es que te hace coincidir con personas realmente increíbles	P
username eres el mejor porfavor saludame en un video de plantas vs zombies heroes porfi	P
Sacaron Gilda de cartelera Odio la cartelera peruana.	N
Mal momento para tomar café caliente, no dejo de sudar, coño	N
Los veo muy felices???? Ya sepesaron? LaVidaEsCruel	NEU
Y si vieras todas las heridas internas quizás entonces me entiendas	NEU
no puedo dejar de escuchar wham! alguien ayúdeme	NEU
username Martita mi pueblo es impredecible, coma sopa seca con carapulcra	NEU
username tanto así? en claro no hay cobertura por mi casa	N
Terminarán odiándome, como casi todos los padres que me conocen	N
username por eso es que se dice lo del final, yo opino igual que usted, tampoco es q sea el final más malo de la historia es regular	NEU
username Bueno, no es tanto lo mayor como cuánto de campo sea usted. Sos cartaguito en cada aspecto de tu vida, por lo visto.	N
username El de Halfon de Germinal se ve mortal. Y los de Mary Jo Bang se fueron volando, pero todavía quedan. En Duluoz hay de Salcedo	P
El amor es paciente, es bondadoso, no es envidioso ni orgulloso, no es egoísta, no guarda rencor. 1 Corintios 13:4-5 Buen día a todos	P
El amanecer respirando o2 puro, es más que un regalo... más si es a las 6:00 am frente al mar... preparando la mente con meditación.	P
Acabo de ver una chamaca con un piercing de mota en el ombligo. Lo peor es que tiene cara de que lo que fuma es jamón	N
El sábado se casa Adriel y eso me hace sentir super vieja maee cuando ibamos a pueblo viejo x olafos saliamos fuck off y yo era la niñera	NEU
username igual uno ya está en el baúl de los recuerdos jajaja y bueno pero no, no conozco a otra solo vi el tweet y me dio gracia	NEU
"Mae mañana llego a las 10, cuidado te quedas dormida porque a las 10 estoy ahí" -Liena, se quedó dormida y no ha llegado.	N
username que mal y por eso es que están jugando, yo creo q los jugadores viejos o de la casa deberían tener prioridad pero bueno...	N
Parce yo estoy igual username	NEU
Gracias a Dios cerrando con broche de oro! Dios siempre dando lo mejor a sus Hijos esta semana fue mucho mejor que la pasada! thnksGod	P
username Acá tengo pero ugh, la canela no me gusta mucho es que es que me cae pesado, pero se me quitará.. Gracias Kris.	N
username username yo que lo he visto como 10 veces y me lo sé de memoria jejeje lo siento muy emotivo. Ojalá lo vean y lo vean	P
Si mañana no entra metales, voy a sentir muy mal a la profe hasta que diga que va a revisar suave y sí pasaría, la profe es toda cosi	P
username username fijo está demasiado hermoso	P
Viendo Looking, Queers as Folk y así, me doy cuenta que nunca he tenido un grupo de mejores amigos gays. ¿alguien me adopta?	P
username y repito: lo siento por no haberte hecho nada hay un gran evento en mi país (La Romería) y no he tenido tiempo, apenas pueda	NEU
Recuerdo cuando le escribía a mi hermana username para que me motivara y me hiciera sentir útil. Dios me dio a la mejor hermana	P
Hoy inicia la concachampions 2016-2017 pero realmente no importa porque no esta la username, en todo caso la voy a seguir porque si	N
Buenos días. Inicio de mes. A darlo todo, aunque sea "más o menos bueno en algo". Feliz inicio de semana	P
Llego a la casa a las 9:20 caminando, no hay comida, todos están dormidos, mañana tengo clases a las 8am, todo esta bien	N
Lo termine a las 2 am hora Costa Rica, porque se me hizo súper adictivo. Me gusto pero no me encanto LCshinyforflowers	P
username con agua, hielo regularmente para que se mantenga fresca y un poquito de azúcar a la semana, me han durado hasta más de 1 mes.	P
Nos encanta hacerte feliz username	P
username en estas épocas no hay que decirle no a ningún trofeo y es conmemorativo para todos los equipos que ganen en la jornada	NEU
Y las emergencias? La gente que necesita ir a hospitales? Los que esperan cita desde hace años? Ahhh no! Yo apoyo el paro nacional jijis	N
No voy a poder ver a mi mamá el día de la madre. Por un hijo de la grandísima puta. Bien	N
username lelePREGUNTA La cancion de Drive for Miles (Mi Favorita) en que persona fue inspirada Saludos te quiero bye	P
Hoy están participando muchas más mujeres, lo que me alegra mucho. Ya sea para preguntas propias o para hacer preguntas por su pareja	P
username Sí he visto q los motociclistas andan especialmente violentos. Le pegan a los carros, los patean, le gritan a la gente y esto	N
Lo bueno es que voy para Talamanca y Cahuita en una gira, lo malo es que es el finde antes del examen de analítica	NEU
Mmm no quiero hacer spoiler pero hoy va a ver algo nuevo en el canal,lo podras ver en el nuevo video que subire en unas horas	NEU
username quizá para profesionales no sea mucho,pero hay no remunerados principalmente femenino para quienes es un sueño, pasa en mi país	N
X:¿Qué perfume usas? Yo: Victoria's Secret X: Ah yo uso uno de Pink que es más caro que ese!	N
Hay gente aficionada al fútbol, hay fanáticos, hay envenenados, y hay otros hijueeeeputas necios! Igual que todo en la vida	N
username ¿Vos también estabas? Ay que triste nombres sí, yo estaba durmiendo, para ir a clase hoy a las 7:30am ¡¡Te extraño bebé!!	N
Delicioso @ San Rafael Ezcazu	P
username yo tmbn me tienes abandonadisimo	N
username hahahaha no lo había visto! Pero ojo, me desperté a las 8 y estoy tratando de dormir no puede ser q ste despierto aún	NEU
username llego tarde, soy huge fan la empecé en el 2000, crecí con ella sube y cae tiene de todo como toda serie, temporadas favoritas...	P
Me da risa que me digan "Si es tan amable" porque no, no soy "tan amable", pero diay, que queda.	NEU
username username yo también tuve los libros de AMP y no me convecieron :/, yo pasé los exámenes pero gracias a los exámenes viejos	NEU
username Hola, quería agradecer al personal del Starbucks de La Sabana por guardar mi cartera olvidada Son los mejores, saludos	P
username buenísimo!! Yo mañana voy a clase de 6 de la tarde que es yoga Dance, es como yoga pero aeróbico	P
Ya no estoy para andarle sacando conversación a alguien, si la vara fluye bueno, y sino va pa' la mierda.	N
Me cago en la puta	N
username saludos desde Costa Rica mala...ya q siempre te escribo y nunca me respondes Igual nunca me canso de escucharte.. Besos	NEU
username El Chavo no estaba triste	P
Cuando estoy sola,me gusta escuchar los discos de Linkin Park o en cualquier momento,pero mas cuando estoy sola... :v	P
username que triste es la realidad	N
username username Muy bueno Chiquilla: No hay que tirar piedras al techo del vecino si el tuyo es de cristal. Feliz Noche, Pili.	P
Nada más bonito que ir en bus lleno y que alguien comience a toser como si se le fuera a salir un pulmón	N
username se ve fea en general	N
username jajaja. Yo me pegué el susto de la vida, y luego la espera por meterlo al taller de iCon. Pero ya está vivo.	NEU
username tan linda Diana, muchas gracias vamos a ver cómo me acomodo ahora con trabajo nuevo, cuesta un montón yo te apoyo desde acá!	NEU
username y son 30...30 años de acompañarnos,30 es mi edad y he crecido de la mano con ustedes MIL GRACIAS, atte: Ale	P
username ooops cierto. Me mata username	N
Nota Personal: No ver videos de noche sobre youtubers comiendo no ver videos de noche sobre youtubers comiendo no ver videos de noche	N
Cosas q debemos usar para simplificar nuestra vida: el cerebro, sentido común, una sonrisa y eliminar a quién no nos interesa. Simple	P
username el viaje de ida fue largo y el bus incomodón. La vuelta en la Peri estuvo muy bien. Y con internet gratis por 20 minutos!	NEU
UNAM, mil gracias por todo, te prometo en los siguientes 3 años titularme, aunque me haya costado 13 llegar hasta donde estoy hoy	P
rajado, cuando pasan 16 años te das cuenta que unas cosas cambian si..otras se mantienen para dar tranquilidad en los dias libres	NEU
username username Jajajajajajaja! No, soy la que consume no la que las produce. Saludos Jason que disfrute ese súper viaje.	P
username será que un "entreno" es un entrenamiento "artesanal"? Digo, como ahora todo es "artesanal"...	N
username Esa es otra buena idea. Aunque la dinámica de él a sus 9 y la mía esa misma edad es muy distinta.	P
